Version.[Version Name],Location.[Location],Sales Domain.[Customer Group],Time.[Partial Week],Item.[Item],Actual 12 Weeks,Actual 4 Weeks,Actual 8 Weeks,Actual External,Actual Final,Published Final Fcst Lag1 12weeks,Published Final Fcst Lag1 4weeks,Published Final Fcst Lag1 8weeks,Published Final Fcst Lag1 External,Published Final Fcst Lag1 Final
Baseline_v2,DC-Laakdal-BE,Wholesale-MEA,2024-W17,NK-ALPHAFLY-WHT-13,926,308,715,55,996,1108,1096,979,55,911
Baseline_v1,DC-Shanghai-CN,DTC-Stores-NA,2024-W52,NK-LEBRON-RED-12,4098,1278,3109,194,4450,5237,4331,4019,198,5214
Baseline_v1,DC-Johannesburg-ZA,DTC-Stores-EMEA,2024-W29,NK-FREE-RN-WHT-10,1601,565,1167,38,1690,2085,1624,1805,42,1729
OP_Plan_2025,DC-Sao-Paulo-BR,Retail-APAC,2024-W15,NK-AIR-FORCE-RED-12,669,199,450,43,694,907,634,792,48,658
Consensus_v1,DC-Tokyo-JP,DTC-eComm-NA,2024-W36,NK-LEBRON-GRN-8,2280,656,1464,167,2281,2114,2135,2350,198,2810
OP_Plan_2025,DC-Sao-Paulo-BR,Wholesale-MEA,2024-W19,NK-LEBRON-WHT-12,404,131,248,21,409,486,445,339,18,420
Baseline_v2,DC-Tokyo-JP,Retail-EMEA,2024-W08,NK-SHORT-DRI-BLK-M,463,152,308,38,513,626,504,421,42,505
Baseline_v1,DC-Sao-Paulo-BR,Retail-APAC,2024-W52,NK-AIR-FORCE-NVY-13,740,252,547,41,771,921,867,700,39,794
Consensus_v1,DC-Johannesburg-ZA,Wholesale-APAC,2024-W10,NK-JORDAN-NVY-12,3733,1181,2807,248,4123,4074,4447,4193,234,4402
Baseline_v2,DC-Laakdal-BE,Wholesale-LATAM,2024-W17,NK-DUNK-GRN-7,2095,772,1455,154,2326,2969,2420,2429,176,2545
Baseline_v1,DC-Laakdal-BE,DTC-eComm-EMEA,2024-W08,NK-LEBRON-BLK-8,1336,399,968,36,1414,1049,1435,1551,42,1596
Baseline_v2,DC-Memphis-TN,Wholesale-LATAM,2024-W41,NK-ALPHAFLY-GRN-13,2272,782,1659,188,2455,2261,2456,2092,197,2436
OP_Plan_2025,DC-Johannesburg-ZA,Wholesale-APAC,2024-W29,NK-DUNK-GRY-13,2927,990,1988,119,3086,3770,2838,2827,131,2822
Baseline_v2,DC-Memphis-TN,DTC-Stores-NA,2024-W50,NK-JORDAN-GRY-10,2488,929,1651,125,2708,2297,2894,3190,132,2488
OP_Plan_2025,DC-Laakdal-BE,Wholesale-MEA,2024-W36,NK-HUARACHE-PPL-11,1500,555,1083,58,1595,1500,1660,1459,51,1680
OP_Plan_2025,DC-Memphis-TN,DTC-eComm-EMEA,2024-W47,NK-CORTEZ-PPL-9,2817,918,1890,80,2878,3486,2860,3098,79,2500
Baseline_v1,DC-Sao-Paulo-BR,Wholesale-LATAM,2024-W31,NK-METCON-GLD-12,1269,419,800,33,1283,1463,1362,1404,33,1345
OP_Plan_2025,DC-Memphis-TN,Retail-APAC,2024-W12,NK-KD-RED-10,999,355,733,39,1054,711,1082,1022,33,898
Consensus_v1,DC-Laakdal-BE,Wholesale-NA,2024-W18,NK-KD-PPL-7,1198,442,847,92,1280,1237,1258,1156,87,1280
Consensus_v2,DC-Tokyo-JP,Wholesale-MEA,2024-W34,NK-AIR-MAX-GRY-10,3037,998,2062,128,3353,3446,3081,3483,131,3435
OP_Plan_2025,DC-Dubai-UAE,Wholesale-APAC,2024-W22,NK-BLAZER-GRY-8,1265,401,819,103,1321,1318,1406,1085,91,1288
Consensus_v2,DC-Portland-OR,Wholesale-MEA,2024-W48,NK-VAPORFLY-BLK-8,122,38,85,5,126,130,131,127,5,134
Consensus_v1,DC-Sao-Paulo-BR,Wholesale-MEA,2024-W29,NK-METCON-NVY-10,4458,1584,3411,152,4907,5295,5024,5192,161,5274
Consensus_v2,DC-Sao-Paulo-BR,DTC-Stores-NA,2024-W10,NK-ZOOM-PEGA-OGR-10,2999,956,1981,185,3281,4157,3046,2935,165,3894
Consensus_v1,DC-Laakdal-BE,Retail-EMEA,2024-W03,NK-DUNK-WHT-11,439,131,309,25,447,421,448,530,23,370
OP_Plan_2025,DC-Laakdal-BE,DTC-Stores-NA,2024-W16,NK-JACKET-WIND-NVY-S,2339,728,1470,106,2436,2274,2476,2847,115,2229
Consensus_v2,DC-Tokyo-JP,Wholesale-LATAM,2024-W26,NK-JORDAN-NVY-8,4409,1540,2967,258,4525,5721,4859,5064,261,5264
Consensus_v1,DC-Portland-OR,DTC-Stores-EMEA,2024-W24,NK-AIR-FORCE-OGR-10,4354,1249,3033,114,4411,5511,4647,5030,110,5111
Consensus_v1,DC-Laakdal-BE,Retail-APAC,2024-W35,NK-SPORTS-BRA-INDY-BLK-S,144,48,102,11,150,173,163,130,11,148
Consensus_v2,DC-Laakdal-BE,DTC-Stores-EMEA,2024-W48,NK-CORTEZ-GRY-10,2100,687,1348,154,2174,2128,2110,2532,163,2036
Consensus_v2,DC-Laakdal-BE,Retail-EMEA,2024-W23,NK-KD-OGR-7,1735,554,1291,72,1853,2223,2084,1905,62,1581
Baseline_v1,DC-Tokyo-JP,DTC-eComm-EMEA,2024-W11,NK-HOODIE-CLUB-GRY-S,721,213,522,49,754,503,722,675,46,716
Baseline_v1,DC-Johannesburg-ZA,DTC-eComm-NA,2024-W07,NK-METCON-NVY-11,381,140,295,19,413,372,388,396,18,386
OP_Plan_2025,DC-Sao-Paulo-BR,Retail-EMEA,2024-W06,NK-CORTEZ-PPL-10,3188,1065,2284,206,3217,3826,3197,3089,213,3629
OP_Plan_2025,DC-Laakdal-BE,DTC-Stores-NA,2024-W07,NK-BLAZER-BLK-13,1080,353,769,85,1178,1363,1201,1298,79,1445
Baseline_v2,DC-Dubai-UAE,DTC-eComm-EMEA,2024-W29,NK-VAPORFLY-GRN-8,2567,775,1627,73,2617,3429,2768,2595,66,2490
OP_Plan_2025,DC-Tokyo-JP,DTC-eComm-EMEA,2024-W07,NK-AIR-MAX-WHT-8,2774,1039,1916,178,3021,4161,3267,2786,179,3445
Baseline_v2,DC-Shanghai-CN,Wholesale-NA,2024-W24,NK-BLAZER-BLU-10,2337,818,1651,142,2489,2449,2671,2418,129,2500
Consensus_v2,DC-Johannesburg-ZA,Wholesale-MEA,2024-W04,NK-HUARACHE-NVY-9,3198,1144,2310,172,3403,3930,3634,3135,185,3346
Baseline_v2,DC-Dubai-UAE,Retail-EMEA,2024-W50,NK-METCON-BLK-10,1354,443,883,82,1359,1157,1437,1190,97,1313
Consensus_v1,DC-Laakdal-BE,Retail-EMEA,2024-W38,NK-METCON-OGR-7,1313,428,959,46,1413,1562,1318,1145,51,1602
Baseline_v1,DC-Memphis-TN,Wholesale-APAC,2024-W41,NK-VAPORFLY-PPL-8,3483,1185,2473,190,3727,3069,3887,4315,188,3953
Consensus_v2,DC-Memphis-TN,DTC-Stores-EMEA,2024-W26,NK-SPORTS-BRA-INDY-BLK-M,1696,530,1145,74,1713,1523,1956,1802,77,2075
Consensus_v2,DC-Tokyo-JP,DTC-Stores-EMEA,2024-W49,NK-AIR-FORCE-BLU-11,2185,690,1389,116,2209,2475,2533,2465,113,2149
Baseline_v2,DC-Laakdal-BE,Retail-EMEA,2024-W06,NK-ALPHAFLY-GRN-11,1504,551,1072,94,1599,1579,1790,1539,109,1667
Baseline_v2,DC-Laakdal-BE,Wholesale-NA,2024-W28,NK-METCON-RED-13,261,86,182,17,274,226,255,330,15,233
Consensus_v1,DC-Shanghai-CN,Wholesale-MEA,2024-W22,NK-REACT-PPL-7,737,225,560,45,804,641,801,719,44,846
Baseline_v2,DC-Shanghai-CN,DTC-eComm-NA,2024-W48,NK-DUNK-RED-7,4612,1547,3163,364,4818,5232,5145,4312,373,4339
Baseline_v2,DC-Shanghai-CN,Retail-APAC,2024-W10,NK-ZOOM-PEGA-GRN-7,3376,1268,2272,132,3739,4696,4234,4192,150,4068
OP_Plan_2025,DC-Laakdal-BE,DTC-Stores-EMEA,2024-W47,NK-DUNK-GLD-11,4619,1465,3215,133,4889,4569,4811,4260,114,5365
Baseline_v2,DC-Laakdal-BE,DTC-eComm-EMEA,2024-W21,NK-HUARACHE-NVY-8,2831,906,1945,239,3087,2794,3284,2835,259,3337
Consensus_v2,DC-Shanghai-CN,Wholesale-MEA,2024-W45,NK-ALPHAFLY-GLD-8,669,222,448,25,723,883,739,811,28,669
Baseline_v1,DC-Memphis-TN,Retail-EMEA,2024-W44,NK-DUNK-PPL-10,2798,899,1896,72,2875,3246,3143,2337,71,2584
Consensus_v2,DC-Sao-Paulo-BR,Retail-EMEA,2024-W39,NK-DUNK-OGR-11,4669,1627,3476,327,4960,5844,4416,4491,352,5499
OP_Plan_2025,DC-Tokyo-JP,Retail-APAC,2024-W30,NK-JORDAN-BLK-13,4903,1434,3021,189,4964,4553,5128,4711,208,5372
Baseline_v1,DC-Johannesburg-ZA,Retail-APAC,2024-W37,NK-FREE-RN-OGR-12,314,108,238,24,340,300,322,409,28,326
Consensus_v1,DC-Memphis-TN,Wholesale-MEA,2024-W47,NK-HUARACHE-GRN-8,2274,689,1628,161,2325,2705,2553,2122,177,2047
Consensus_v2,DC-Sao-Paulo-BR,Wholesale-APAC,2024-W09,NK-VAPORFLY-GRN-13,924,313,662,69,930,894,944,728,63,883
Baseline_v2,DC-Sao-Paulo-BR,Retail-APAC,2024-W14,NK-METCON-NVY-12,1668,537,1021,70,1678,1893,1897,1899,74,1849
Baseline_v1,DC-Sao-Paulo-BR,Wholesale-APAC,2024-W39,NK-SHORT-DRI-RED-M,1099,330,760,80,1156,1349,1174,1110,72,1236
OP_Plan_2025,DC-Shanghai-CN,Wholesale-MEA,2024-W20,NK-CORTEZ-BLK-10,1005,321,771,67,1109,1106,1130,1249,63,1069
Baseline_v1,DC-Portland-OR,Wholesale-NA,2024-W21,NK-BLAZER-BLU-8,1382,487,867,58,1445,1680,1444,1684,59,1371
Baseline_v1,DC-Johannesburg-ZA,Wholesale-MEA,2024-W11,NK-KD-PPL-12,3379,1186,2253,206,3707,3647,3458,3741,221,3696
Baseline_v2,DC-Johannesburg-ZA,DTC-Stores-NA,2024-W50,NK-LEGGING-EPIC-RED-XL,3448,1075,2504,194,3512,3218,3304,3390,176,4022
Consensus_v1,DC-Dubai-UAE,Wholesale-NA,2024-W30,NK-JORDAN-BLK-9,3411,1134,2467,139,3652,3111,3781,3720,120,3242
Consensus_v1,DC-Portland-OR,Wholesale-APAC,2024-W42,NK-FREE-RN-OGR-9,1397,502,1066,79,1533,1322,1499,1651,68,1407
Baseline_v2,DC-Johannesburg-ZA,Wholesale-LATAM,2024-W43,NK-JORDAN-OGR-11,1945,646,1381,159,2019,2246,1899,1990,163,2141
OP_Plan_2025,DC-Shanghai-CN,DTC-Stores-EMEA,2024-W34,NK-JACKET-WIND-WHT-L,3943,1474,2676,322,4214,5287,4390,4738,356,4009
OP_Plan_2025,DC-Portland-OR,DTC-eComm-EMEA,2024-W05,NK-ALPHAFLY-GRY-13,3544,1171,2504,243,3783,3513,4173,3993,234,4138
Consensus_v1,DC-Sao-Paulo-BR,Wholesale-MEA,2024-W23,NK-JORDAN-NVY-11,1093,389,786,59,1206,1088,1280,1352,57,1311
Baseline_v2,DC-Tokyo-JP,Wholesale-NA,2024-W39,NK-KD-GLD-12,4422,1565,3037,167,4659,5163,5084,4008,165,5038
OP_Plan_2025,DC-Laakdal-BE,DTC-eComm-NA,2024-W40,NK-FREE-RN-RED-11,1944,703,1316,126,2025,1952,2196,2257,131,2147
Consensus_v2,DC-Laakdal-BE,Wholesale-MEA,2024-W47,NK-AIR-MAX-PPL-12,2490,873,1639,157,2716,3004,2729,2514,168,3132
Consensus_v2,DC-Dubai-UAE,Wholesale-NA,2024-W37,NK-ZOOM-PEGA-PPL-9,1511,492,1106,126,1659,1672,1590,1639,112,1552
Baseline_v1,DC-Johannesburg-ZA,Wholesale-APAC,2024-W36,NK-ALPHAFLY-BLK-10,1031,319,750,21,1079,1283,1075,991,23,976
Consensus_v1,DC-Laakdal-BE,DTC-eComm-EMEA,2024-W05,NK-ALPHAFLY-BLK-10,3960,1377,2485,315,4067,4368,4322,4766,370,3566
Consensus_v1,DC-Laakdal-BE,DTC-eComm-EMEA,2024-W12,NK-KD-OGR-7,4254,1341,3056,187,4715,3879,5038,5124,193,4673
Consensus_v2,DC-Tokyo-JP,DTC-eComm-NA,2024-W31,NK-HUARACHE-WHT-13,3683,1162,2280,175,3710,3964,3909,2941,169,4145
OP_Plan_2025,DC-Sao-Paulo-BR,Retail-EMEA,2024-W10,NK-HOODIE-CLUB-GRY-XL,1007,306,680,45,1025,1161,1129,999,53,935
Consensus_v2,DC-Dubai-UAE,Wholesale-APAC,2024-W38,NK-METCON-BLK-13,3778,1152,2588,117,4072,4122,3904,4312,113,3895
OP_Plan_2025,DC-Dubai-UAE,DTC-eComm-EMEA,2024-W03,NK-BLAZER-RED-9,3537,1040,2550,205,3635,3857,3906,3379,214,4472
Baseline_v1,DC-Portland-OR,Wholesale-MEA,2024-W52,NK-JORDAN-WHT-11,493,150,370,21,533,645,480,595,19,532
Baseline_v1,DC-Laakdal-BE,DTC-Stores-EMEA,2024-W37,NK-AIR-MAX-GLD-7,568,198,379,37,589,563,589,621,41,532
Consensus_v1,DC-Johannesburg-ZA,Wholesale-MEA,2024-W40,NK-LEBRON-WHT-11,3527,1062,2440,147,3638,3322,3992,3625,170,3460
Baseline_v2,DC-Johannesburg-ZA,Wholesale-LATAM,2024-W40,NK-ZOOM-PEGA-BLK-13,3264,1123,2383,227,3556,2397,3268,3822,256,3921
Consensus_v1,DC-Tokyo-JP,Wholesale-MEA,2024-W50,NK-HOODIE-CLUB-RED-S,319,117,210,21,345,322,359,302,20,373
Baseline_v2,DC-Portland-OR,DTC-eComm-EMEA,2024-W30,NK-FREE-RN-RED-10,404,142,305,25,445,451,447,436,22,483
Baseline_v2,DC-Sao-Paulo-BR,Wholesale-NA,2024-W13,NK-LEBRON-BLU-8,1413,441,1044,96,1555,1816,1378,1587,86,1684
Baseline_v2,DC-Sao-Paulo-BR,Wholesale-LATAM,2024-W20,NK-AIR-FORCE-NVY-10,237,86,167,5,248,308,252,248,5,261
Baseline_v2,DC-Memphis-TN,Wholesale-MEA,2024-W21,NK-LEBRON-PPL-8,296,110,218,12,318,370,325,271,11,373
Consensus_v1,DC-Portland-OR,DTC-Stores-EMEA,2024-W18,NK-JACKET-WIND-NVY-M,3687,1163,2583,279,3704,4525,4086,3595,257,4479
Consensus_v1,DC-Dubai-UAE,DTC-Stores-NA,2024-W49,NK-ZOOM-PEGA-BLK-12,636,194,437,47,649,617,646,552,40,606
Consensus_v1,DC-Tokyo-JP,DTC-eComm-NA,2024-W17,NK-JACKET-WIND-WHT-L,1083,321,739,28,1127,828,1305,1254,24,1130
Baseline_v1,DC-Portland-OR,DTC-eComm-NA,2024-W23,NK-HOODIE-CLUB-WHT-XL,1086,347,792,38,1171,1023,1136,1454,38,1351
OP_Plan_2025,DC-Sao-Paulo-BR,Wholesale-LATAM,2024-W22,NK-SHORT-DRI-WHT-M,4401,1427,3277,217,4673,3812,5020,4097,210,4646
Consensus_v2,DC-Tokyo-JP,Wholesale-MEA,2024-W33,NK-DUNK-GRY-13,2391,833,1475,153,2404,2584,2553,2588,161,2621
Consensus_v1,DC-Portland-OR,DTC-Stores-NA,2024-W13,NK-HUARACHE-NVY-9,4198,1405,3120,116,4465,5372,3962,4273,100,4020
OP_Plan_2025,DC-Dubai-UAE,DTC-eComm-NA,2024-W39,NK-METCON-GRY-10,1989,637,1453,57,2092,2063,2212,1929,53,1949
Consensus_v2,DC-Tokyo-JP,Retail-EMEA,2024-W48,NK-REACT-BLU-11,1714,626,1118,54,1855,2539,2019,1824,59,1691
OP_Plan_2025,DC-Memphis-TN,Retail-EMEA,2024-W40,NK-DUNK-NVY-13,3581,1146,2387,270,3733,3164,3427,3496,256,3628
OP_Plan_2025,DC-Johannesburg-ZA,Wholesale-MEA,2024-W47,NK-BLAZER-OGR-13,3618,1167,2706,200,3979,3711,3757,4852,205,4701
OP_Plan_2025,DC-Laakdal-BE,Wholesale-MEA,2024-W22,NK-DUNK-BLK-12,4190,1555,3216,198,4520,3434,4882,4515,208,4505
Baseline_v1,DC-Memphis-TN,Retail-APAC,2024-W49,NK-TEE-PRO-BLK-M,2091,632,1443,106,2182,1903,2198,2056,107,2106
Consensus_v2,DC-Portland-OR,Wholesale-MEA,2024-W24,NK-LEBRON-GLD-10,2120,691,1577,119,2249,2499,2228,2442,130,2500
OP_Plan_2025,DC-Memphis-TN,Retail-APAC,2024-W40,NK-CORTEZ-GRN-12,744,233,535,22,790,921,764,821,19,841
Baseline_v1,DC-Tokyo-JP,Wholesale-MEA,2024-W14,NK-REACT-NVY-10,729,231,468,28,741,791,801,819,31,736
Baseline_v1,DC-Shanghai-CN,Wholesale-LATAM,2024-W41,NK-AIR-MAX-BLU-11,3132,1120,2276,131,3247,2242,3518,3748,140,3633
OP_Plan_2025,DC-Shanghai-CN,Wholesale-APAC,2024-W17,NK-AIR-FORCE-OGR-8,4327,1308,2997,351,4434,4666,4357,4065,355,4867
Consensus_v2,DC-Portland-OR,DTC-Stores-EMEA,2024-W05,NK-METCON-NVY-7,274,93,183,17,302,359,303,236,14,316
Consensus_v1,DC-Johannesburg-ZA,Wholesale-MEA,2024-W37,NK-SPORTS-BRA-INDY-NVY-M,762,226,530,36,765,735,745,702,33,784
Baseline_v2,DC-Johannesburg-ZA,Wholesale-LATAM,2024-W28,NK-CORTEZ-GLD-12,3567,1083,2539,226,3847,5312,4234,4214,237,3743
Consensus_v1,DC-Portland-OR,DTC-eComm-NA,2024-W28,NK-AIR-FORCE-WHT-11,4923,1435,2995,172,4978,4790,5461,6119,153,5148
Baseline_v1,DC-Tokyo-JP,DTC-Stores-NA,2024-W08,NK-KD-NVY-10,4455,1435,3117,348,4529,4249,4947,4132,363,5165
OP_Plan_2025,DC-Johannesburg-ZA,Retail-APAC,2024-W51,NK-LEBRON-NVY-13,884,286,632,31,955,1107,954,812,30,985
OP_Plan_2025,DC-Shanghai-CN,DTC-Stores-EMEA,2024-W47,NK-DUNK-GRN-10,1826,572,1188,62,1912,2484,1929,2238,65,1856
Consensus_v2,DC-Portland-OR,DTC-eComm-NA,2024-W48,NK-JORDAN-RED-9,778,264,588,58,829,956,735,691,61,879
Baseline_v2,DC-Dubai-UAE,DTC-Stores-EMEA,2024-W45,NK-KD-BLK-11,4157,1406,2938,111,4362,4831,4619,5257,103,3610
Baseline_v2,DC-Shanghai-CN,Wholesale-MEA,2024-W28,NK-HUARACHE-OGR-11,3970,1457,3124,90,4385,3951,4522,3998,90,4605
OP_Plan_2025,DC-Memphis-TN,Wholesale-MEA,2024-W43,NK-HUARACHE-GRN-7,1751,601,1251,61,1812,1878,1893,1862,67,1664
Baseline_v1,DC-Laakdal-BE,Wholesale-NA,2024-W42,NK-JORDAN-NVY-12,4399,1361,3128,235,4789,4965,5417,5022,274,5563
Consensus_v1,DC-Shanghai-CN,Wholesale-APAC,2024-W48,NK-AIR-FORCE-GLD-13,4406,1536,2803,209,4539,5961,4488,4806,245,4601
Baseline_v1,DC-Tokyo-JP,Wholesale-LATAM,2024-W12,NK-BLAZER-BLK-11,3489,1266,2349,76,3672,2696,3288,3110,88,3236
Baseline_v2,DC-Sao-Paulo-BR,Retail-APAC,2024-W43,NK-REACT-GLD-9,1088,326,720,62,1091,1376,1258,974,63,1243
Baseline_v1,DC-Memphis-TN,Wholesale-LATAM,2024-W50,NK-FREE-RN-PPL-9,1235,346,854,84,1237,1237,1302,1234,94,1252
Consensus_v1,DC-Sao-Paulo-BR,Wholesale-NA,2024-W02,NK-ZOOM-PEGA-RED-12,3499,1104,2229,228,3543,2688,4010,4065,204,3717
Baseline_v2,DC-Sao-Paulo-BR,Wholesale-NA,2024-W49,NK-AIR-MAX-PPL-8,1699,596,1249,37,1805,1598,1805,1646,37,2253
Consensus_v1,DC-Portland-OR,DTC-eComm-NA,2024-W39,NK-METCON-BLK-11,1344,449,953,63,1417,1634,1361,1383,63,1444
Baseline_v2,DC-Johannesburg-ZA,Retail-APAC,2024-W41,NK-TEE-PRO-GRY-L,3387,1293,2688,298,3760,3425,4027,3433,254,4017
Baseline_v1,DC-Shanghai-CN,Wholesale-APAC,2024-W21,NK-KD-GRY-11,282,82,179,15,293,293,288,317,16,330
Baseline_v1,DC-Shanghai-CN,Wholesale-NA,2024-W02,NK-METCON-BLU-9,1250,382,774,57,1277,1382,1199,1557,57,1324
Consensus_v2,DC-Laakdal-BE,Retail-EMEA,2024-W47,NK-AIR-MAX-NVY-7,2227,740,1444,80,2342,2692,2139,2589,87,2345
Consensus_v2,DC-Laakdal-BE,Wholesale-MEA,2024-W48,NK-KD-RED-8,148,51,102,8,165,220,167,173,7,184
OP_Plan_2025,DC-Memphis-TN,Wholesale-LATAM,2024-W42,NK-LEBRON-RED-7,4682,1591,3260,234,4813,6518,5083,5544,256,4744
Consensus_v2,DC-Laakdal-BE,DTC-eComm-NA,2024-W01,NK-AIR-FORCE-OGR-8,1220,432,892,61,1267,1244,1350,1237,65,1349
Baseline_v1,DC-Memphis-TN,Wholesale-LATAM,2024-W30,NK-DUNK-BLU-11,1401,454,922,72,1441,1758,1399,1353,84,1698
Baseline_v2,DC-Tokyo-JP,DTC-Stores-EMEA,2024-W27,NK-JORDAN-BLK-7,1087,341,727,71,1143,853,1216,1430,80,1254
Consensus_v1,DC-Sao-Paulo-BR,DTC-eComm-EMEA,2024-W11,NK-CORTEZ-WHT-13,2296,793,1716,112,2453,1756,2427,3009,111,2205
Consensus_v2,DC-Sao-Paulo-BR,Wholesale-MEA,2024-W44,NK-VAPORFLY-OGR-12,3374,1072,2452,141,3418,3212,3294,4171,132,3939
Baseline_v2,DC-Memphis-TN,Wholesale-NA,2024-W32,NK-AIR-MAX-NVY-8,4544,1341,2956,208,4572,5172,4522,5094,207,5405
Baseline_v2,DC-Shanghai-CN,Wholesale-NA,2024-W34,NK-FREE-RN-NVY-11,3976,1443,2929,269,4375,4501,4296,4044,240,4397
Consensus_v1,DC-Sao-Paulo-BR,Retail-EMEA,2024-W40,NK-HUARACHE-RED-10,2363,859,1650,136,2491,2138,2537,2808,133,2245
Consensus_v2,DC-Memphis-TN,Wholesale-NA,2024-W35,NK-ALPHAFLY-PPL-13,1884,662,1264,110,1963,2546,2029,2003,100,2095
Consensus_v1,DC-Portland-OR,DTC-Stores-EMEA,2024-W24,NK-VAPORFLY-PPL-11,2997,1031,2132,231,3324,3649,3090,3352,234,4068
OP_Plan_2025,DC-Portland-OR,Wholesale-APAC,2024-W04,NK-METCON-BLU-10,2377,805,1590,75,2562,2821,2578,2220,67,2977
Consensus_v2,DC-Tokyo-JP,Wholesale-APAC,2024-W36,NK-HUARACHE-GRN-13,959,334,676,61,1048,852,1053,1108,59,1208
Consensus_v1,DC-Sao-Paulo-BR,DTC-Stores-EMEA,2024-W46,NK-HUARACHE-BLK-12,501,164,332,21,506,604,495,498,24,588
Consensus_v1,DC-Sao-Paulo-BR,Retail-APAC,2024-W47,NK-JORDAN-RED-11,4886,1644,3549,368,4969,3811,5361,4558,377,5420
Consensus_v1,DC-Sao-Paulo-BR,Wholesale-LATAM,2024-W43,NK-ALPHAFLY-BLU-9,1786,626,1236,132,1866,1500,1949,2033,134,1763
Consensus_v1,DC-Dubai-UAE,Wholesale-NA,2024-W04,NK-FREE-RN-GLD-7,339,116,205,19,342,292,328,277,17,358
OP_Plan_2025,DC-Johannesburg-ZA,DTC-Stores-EMEA,2024-W44,NK-FREE-RN-GLD-10,413,134,256,26,423,471,470,353,28,466
Baseline_v2,DC-Shanghai-CN,DTC-eComm-EMEA,2024-W21,NK-AIR-MAX-GRN-7,3605,1227,2473,269,3725,3290,3717,4212,231,4258
Consensus_v2,DC-Laakdal-BE,Wholesale-LATAM,2024-W27,NK-TEE-PRO-RED-XL,112,39,77,7,115,131,104,107,7,105
Baseline_v2,DC-Memphis-TN,DTC-eComm-EMEA,2024-W34,NK-FREE-RN-GLD-9,3720,1191,2311,145,3774,2899,4061,4227,159,4301
Consensus_v1,DC-Shanghai-CN,Wholesale-LATAM,2024-W30,NK-REACT-GRY-11,1159,359,785,85,1201,959,1136,1256,86,1063
Baseline_v2,DC-Laakdal-BE,DTC-eComm-EMEA,2024-W47,NK-HUARACHE-GRN-11,2714,919,1934,60,2859,2832,2731,2908,70,2706
Consensus_v2,DC-Sao-Paulo-BR,Wholesale-LATAM,2024-W17,NK-LEBRON-WHT-9,3981,1383,3006,178,4356,3247,4352,5380,173,4206
Baseline_v2,DC-Tokyo-JP,Wholesale-NA,2024-W08,NK-METCON-GLD-10,3448,1022,2371,205,3600,4447,3533,4120,225,3880
Baseline_v2,DC-Tokyo-JP,Wholesale-MEA,2024-W46,NK-ALPHAFLY-BLK-10,2546,807,1835,127,2689,3338,2974,2549,134,2469
Consensus_v2,DC-Laakdal-BE,Wholesale-APAC,2024-W44,NK-LEBRON-GRY-11,3465,1161,2521,217,3678,3478,3416,3636,190,3523
OP_Plan_2025,DC-Tokyo-JP,Retail-APAC,2024-W12,NK-JORDAN-GRY-13,1384,469,1069,95,1497,1688,1479,1409,104,1390
Baseline_v1,DC-Dubai-UAE,DTC-eComm-NA,2024-W50,NK-TEE-PRO-NVY-L,3381,1084,2308,86,3748,3689,3483,3869,75,3968
Consensus_v2,DC-Sao-Paulo-BR,DTC-Stores-EMEA,2024-W16,NK-BLAZER-OGR-8,255,85,177,9,284,314,292,310,8,276
OP_Plan_2025,DC-Portland-OR,DTC-eComm-EMEA,2024-W42,NK-KD-PPL-7,3929,1348,2982,212,4297,3571,4340,3893,181,4736
Baseline_v1,DC-Tokyo-JP,DTC-Stores-EMEA,2024-W06,NK-HUARACHE-GLD-12,2732,922,1752,87,2833,2900,2986,2907,80,3241
Baseline_v1,DC-Laakdal-BE,DTC-Stores-EMEA,2024-W22,NK-VAPORFLY-GLD-11,1173,420,792,24,1201,993,1291,1360,24,1149
Baseline_v2,DC-Tokyo-JP,DTC-eComm-EMEA,2024-W32,NK-VAPORFLY-GRY-9,3155,947,2263,161,3199,2876,3181,3599,151,2816
OP_Plan_2025,DC-Johannesburg-ZA,Wholesale-APAC,2024-W42,NK-BLAZER-GRY-13,2764,983,1832,114,3016,2509,3183,2833,134,3110
Baseline_v1,DC-Sao-Paulo-BR,Wholesale-LATAM,2024-W14,NK-ALPHAFLY-BLK-8,358,128,227,18,370,290,358,426,17,348
OP_Plan_2025,DC-Johannesburg-ZA,DTC-Stores-NA,2024-W49,NK-CORTEZ-NVY-8,274,88,200,15,288,386,260,321,15,318
Baseline_v1,DC-Sao-Paulo-BR,DTC-eComm-NA,2024-W10,NK-CORTEZ-WHT-11,2461,829,1689,70,2602,2336,2726,2829,80,2713
Baseline_v2,DC-Tokyo-JP,DTC-eComm-NA,2024-W30,NK-METCON-PPL-9,1446,495,1057,120,1590,1716,1515,1593,104,1571
OP_Plan_2025,DC-Tokyo-JP,Wholesale-LATAM,2024-W11,NK-DUNK-NVY-12,2334,779,1564,68,2459,2913,2806,2680,64,2272
Consensus_v1,DC-Shanghai-CN,Wholesale-APAC,2024-W03,NK-HUARACHE-BLK-7,456,136,313,17,475,520,510,422,19,478
Consensus_v1,DC-Memphis-TN,DTC-Stores-EMEA,2024-W20,NK-ZOOM-PEGA-BLK-10,3860,1209,2428,124,3898,3422,3419,4263,120,4035
Consensus_v2,DC-Memphis-TN,DTC-eComm-EMEA,2024-W17,NK-JORDAN-OGR-9,237,89,184,11,259,349,285,266,10,249
